mes_referencia,vendedor_id,cd_id,meta_valor
2026-04,27,3,86293.94
2026-04,28,5,68203.03
2026-04,29,3,63510.84
2026-04,30,3,40287.57
2026-04,31,3,87444.07
2026-04,32,2,76048.5
2026-04,33,1,61565.07
2026-04,34,3,58255.26
2026-04,35,5,42052.16
2026-04,36,1,88202.12
2026-04,37,5,73919.32
2026-04,38,5,80015.83
2026-04,39,2,42524.32
2026-04,40,4,43328.59
2026-04,41,1,75248.49
2026-04,42,4,85799.78
2026-04,43,4,37568.88
2026-04,44,2,46344.75
2026-04,45,1,76436.63
2026-04,46,5,34603.07
2026-04,47,3,56662.7
2026-04,48,5,74467.79
2026-04,49,4,66969.92
2026-04,50,4,94688.86
2026-04,51,4,71239.52
2026-04,52,1,81677.46
2026-04,53,2,40389.0
2026-04,54,3,83864.38
2026-04,55,3,76871.38
2026-04,56,1,63775.72
2026-04,57,3,87277.28
2026-04,58,1,51577.95
2026-04,59,4,91624.06
2026-04,60,4,74262.08
2026-05,1,1,67394.09
2026-05,2,4,50745.03
2026-05,3,4,43003.29
2026-05,4,3,74355.13
2026-05,5,3,83652.31
2026-05,6,5,67286.99
2026-05,7,1,72056.1
2026-05,8,4,77577.11
2026-05,9,2,68766.49
2026-05,10,1,46713.55
2026-05,11,3,84256.87
2026-05,12,5,79329.59
2026-05,13,4,84203.3
2026-05,14,4,90352.64
2026-05,15,4,39341.58
2026-05,16,4,72701.27
2026-05,17,3,43829.52
2026-05,18,1,58031.83
2026-05,19,5,63425.07
2026-05,20,3,64493.91
2026-05,21,3,73150.39
2026-05,22,2,35299.18
2026-05,23,1,56459.28
2026-05,24,5,42273.59
2026-05,25,4,71919.52
2026-05,26,4,45938.11
2026-05,27,3,75443.97
2026-05,28,5,62659.82
2026-05,29,3,64972.05
2026-05,30,3,41805.73
2026-05,31,3,73070.35
2026-05,32,2,85135.09
2026-05,33,1,56566.67
2026-05,34,3,58133.86
2026-05,35,5,43090.8
2026-05,36,1,92103.93
2026-05,37,5,65420.93
2026-05,38,5,71467.04
2026-05,39,2,43685.56
2026-05,40,4,42389.2
2026-05,41,1,79494.67
2026-05,42,4,100799.29
2026-05,43,4,34001.5
2026-05,44,2,42636.08
2026-05,45,1,79842.69
2026-05,46,5,39819.87
2026-05,47,3,63266.71
2026-05,48,5,68786.19
2026-05,49,4,66881.65
2026-05,50,4,95420.36
2026-05,51,4,71120.82
2026-05,52,1,80562.92
2026-05,53,2,42780.2
2026-05,54,3,84255.07
2026-05,55,3,89294.42
2026-05,56,1,70174.09
2026-05,57,3,88805.71
2026-05,58,1,50112.96
2026-05,59,4,83606.84
2026-05,60,4,73488.3
2026-06,1,1,68913.36
2026-06,2,4,50756.53
2026-06,3,4,47503.75
2026-06,4,3,77806.04
2026-06,5,3,76142.63
2026-06,6,5,79180.26
2026-06,7,1,63756.06
2026-06,8,4,80061.53
2026-06,9,2,77369.81
2026-06,10,1,39998.08
2026-06,11,3,85424.55
2026-06,12,5,86737.72
2026-06,13,4,78795.24
2026-06,14,4,75246.96
2026-06,15,4,38329.44
2026-06,16,4,68895.4
2026-06,17,3,43278.24
2026-06,18,1,61143.9
2026-06,19,5,63606.69
2026-06,20,3,70141.29
2026-06,21,3,73941.96
2026-06,22,2,41809.9
2026-06,23,1,51527.5
2026-06,24,5,43522.4
2026-06,25,4,66931.48
2026-06,26,4,51522.99
2026-06,27,3,79840.34
2026-06,28,5,66327.11
2026-06,29,3,68629.15
2026-06,30,3,39807.41
2026-06,31,3,69371.5
2026-06,32,2,80724.48
2026-06,33,1,59502.78
2026-06,34,3,54883.48
2026-06,35,5,39313.39
2026-06,36,1,81045.38
2026-06,37,5,76563.49
2026-06,38,5,78166.33
2026-06,39,2,48825.27
2026-06,40,4,40363.04
2026-06,41,1,73079.37
2026-06,42,4,98118.81
2026-06,43,4,34561.11
2026-06,44,2,43252.13
2026-06,45,1,83732.15
2026-06,46,5,40691.98
2026-06,47,3,60138.43
2026-06,48,5,65739.13
2026-06,49,4,57179.97
2026-06,50,4,87196.98
2026-06,51,4,81414.09
2026-06,52,1,76234.29
2026-06,53,2,47761.72
2026-06,54,3,73311.0
2026-06,55,3,85160.87
2026-06,56,1,58801.83
2026-06,57,3,88446.3
2026-06,58,1,52356.36
2026-06,59,4,88262.54
2026-06,60,4,73146.82
2026-07,1,1,68156.87
2026-07,2,4,49450.78
2026-07,3,4,51073.15
2026-07,4,3,89176.58
2026-07,5,3,88313.64
2026-07,6,5,73252.34
2026-07,7,1,68840.94
2026-07,8,4,85309.4
2026-07,9,2,74082.37
2026-07,10,1,45472.03
2026-07,11,3,89687.29
2026-07,12,5,86502.71
2026-07,13,4,71383.11
2026-07,14,4,76050.7
2026-07,15,4,42734.58
2026-07,16,4,68951.21
2026-07,17,3,37373.61
2026-07,18,1,62334.67
2026-07,19,5,59079.11
2026-07,20,3,74905.44
2026-07,21,3,77897.19
2026-07,22,2,40401.35
2026-07,23,1,52886.15
2026-07,24,5,46841.6
2026-07,25,4,75569.41
2026-07,26,4,49151.14
2026-07,27,3,77747.19
2026-07,28,5,75719.3
2026-07,29,3,69897.43
2026-07,30,3,38074.38
2026-07,31,3,88315.28
2026-07,32,2,70584.93
2026-07,33,1,57412.36
2026-07,34,3,56505.26
2026-07,35,5,36090.08
2026-07,36,1,90186.88
2026-07,37,5,76896.7
2026-07,38,5,78985.06
2026-07,39,2,46445.53
2026-07,40,4,39089.97
2026-07,41,1,75914.94
2026-07,42,4,86902.58
2026-07,43,4,38544.83
2026-07,44,2,49465.77
2026-07,45,1,81715.75
2026-07,46,5,35735.92
2026-07,47,3,55865.77
2026-07,48,5,66007.37
2026-07,49,4,60045.39
2026-07,50,4,82332.94
2026-07,51,4,88557.23
2026-07,52,1,86690.13
2026-07,53,2,41293.87
2026-07,54,3,89516.18
2026-07,55,3,84081.29
2026-07,56,1,58458.79
2026-07,57,3,90927.36
2026-07,58,1,49599.82
2026-07,59,4,96624.61
2026-07,60,4,62666.92
2026-08,1,1,67321.21
2026-08,2,4,59299.44
2026-08,3,4,41188.79
2026-08,4,3,82611.71
2026-08,5,3,90936.79
2026-08,6,5,69249.52
2026-08,7,1,69213.3
2026-08,8,4,73480.39
2026-08,9,2,69426.89
2026-08,10,1,46614.57
2026-08,11,3,88495.24
2026-08,12,5,83659.09
2026-08,13,4,69886.39
2026-08,14,4,77726.76
2026-08,15,4,38521.41
2026-08,16,4,70261.21
2026-08,17,3,38846.42
2026-08,18,1,56333.53
2026-08,19,5,60838.25
2026-08,20,3,79538.15
2026-08,21,3,68606.39
2026-08,22,2,35083.63
2026-08,23,1,60285.15
2026-08,24,5,42664.42
2026-08,25,4,80278.55
2026-08,26,4,48551.95
2026-08,27,3,74159.76
2026-08,28,5,63671.81
2026-08,29,3,58866.42
2026-08,30,3,39135.43
2026-08,31,3,83344.0
2026-08,32,2,70762.93
2026-08,33,1,62579.65
2026-08,34,3,69511.97
2026-08,35,5,39545.66
2026-08,36,1,94623.44
2026-08,37,5,68769.38
2026-08,38,5,75396.04
2026-08,39,2,47129.4
2026-08,40,4,40921.32
2026-08,41,1,73284.79
2026-08,42,4,95007.97
2026-08,43,4,34857.44
2026-08,44,2,44065.84
2026-08,45,1,76507.4
2026-08,46,5,35032.7
2026-08,47,3,52487.25
2026-08,48,5,66909.88
2026-08,49,4,65392.61
2026-08,50,4,87772.82
2026-08,51,4,73510.02
2026-08,52,1,75637.35
2026-08,53,2,43854.75
2026-08,54,3,73495.7
2026-08,55,3,88485.12
2026-08,56,1,68082.71
2026-08,57,3,80218.34
2026-08,58,1,51646.68
2026-08,59,4,92481.42
2026-08,60,4,66800.54
